Date,Close
2020-01-24,2184.6
2020-01-23,2193.45
2020-01-22,2206.5
2020-01-21,2171.45
2020-01-20,2170.25
2020-01-17,2218.05
2020-01-16,2238.4
2020-01-15,2226.55
2020-01-14,2207.2
2020-01-13,2191.0
2020-01-10,2213.85
2020-01-09,2216.0
2020-01-08,2255.05
2020-01-07,2205.15
2020-01-06,2200.15
2020-01-03,2200.4
2020-01-02,2157.45
2020-01-01,2169.8
2019-12-31,2161.3
2019-12-30,2182.9
2019-12-27,2198.15
2019-12-26,2201.05
2019-12-24,2215.05
2019-12-23,2232.45
2019-12-20,2222.55
2019-12-19,2228.65
2019-12-18,2167.25
2019-12-17,2165.65
2019-12-16,2127.55
2019-12-13,2071.7
2019-12-12,2016.75
2019-12-11,2041.2
2019-12-10,2012.5
2019-12-09,2060.7
2019-12-06,2122.95
2019-12-05,2121.5
2019-12-04,2079.0
2019-12-03,2050.4
2019-12-02,2020.95
2019-11-29,2052.7
2019-11-28,2077.35
2019-11-27,2053.45
2019-11-26,2046.9
2019-11-25,2080.2
2019-11-22,2070.55
2019-11-21,2117.05
2019-11-20,2108.0
2019-11-19,2108.3
2019-11-18,2151.75
2019-11-15,2174.8
2019-11-14,2195.6
2019-11-13,2178.55
2019-11-11,2099.7
2019-11-08,2129.95
2019-11-07,2185.5
2019-11-06,2188.4
2019-11-05,2201.6
2019-11-04,2193.8
2019-11-01,2202.05
2019-10-31,2270.2
2019-10-30,2253.65
2019-10-29,2196.0
2019-10-27,2116.6
2019-10-25,2125.05
2019-10-24,2082.2
2019-10-23,2075.25
2019-10-22,2051.65
2019-10-18,2057.35
2019-10-17,2030.7
2019-10-16,2045.85
2019-10-15,2037.4
2019-10-14,2020.95
2019-10-11,1987.05
2019-10-10,2004.4
2019-10-09,2020.65
2019-10-07,2052.85
2019-10-04,2078.65
2019-10-03,2058.85
2019-10-01,2059.7
2019-09-30,2099.2
2019-09-27,2056.7
2019-09-26,2087.65
2019-09-25,2087.8
2019-09-24,2044.3
2019-09-23,2014.75
2019-09-20,2065.6
2019-09-19,2102.15
2019-09-18,2138.25
2019-09-17,2121.35
2019-09-16,2149.15
2019-09-13,2141.35
2019-09-12,2133.85
2019-09-11,2153.95
2019-09-09,2183.3
2019-09-06,2197.65
2019-09-05,2215.8
2019-09-04,2246.1
2019-09-03,2252.25
2019-08-30,2258.05
2019-08-29,2233.3
2019-08-28,2239.65
2019-08-27,2237.0
2019-08-26,2275.1
2019-08-23,2247.55
2019-08-22,2214.9
2019-08-21,2185.85
2019-08-20,2187.15
2019-08-19,2163.55
2019-08-16,2163.5
2019-08-14,2204.65
2019-08-13,2200.2
2019-08-09,2245.6
2019-08-08,2258.85
2019-08-07,2214.0
2019-08-06,2215.45
2019-08-05,2248.55
2019-08-02,2206.05
2019-08-01,2179.9
2019-07-31,2205.4
2019-07-30,2179.0
2019-07-29,2129.5
2019-07-26,2108.8
2019-07-25,2128.3
2019-07-24,2096.7
2019-07-23,2111.8
2019-07-22,2109.7
2019-07-19,2076.95
2019-07-18,2065.6
2019-07-17,2117.15
2019-07-16,2105.3
2019-07-15,2145.2
2019-07-12,2107.95
2019-07-11,2101.45
2019-07-10,2107.7
2019-07-09,2131.45
2019-07-08,2176.1
2019-07-05,2161.65
2019-07-04,2242.6
2019-07-03,2237.2
2019-07-02,2252.75
2019-07-01,2239.7
2019-06-28,2227.25
2019-06-27,2252.65
2019-06-26,2253.7
2019-06-25,2266.75
2019-06-24,2275.0
2019-06-21,2249.95
2019-06-20,2279.0
2019-06-19,2259.9
2019-06-18,2251.7
2019-06-17,2245.6
2019-06-14,2252.3
2019-06-13,2250.25
2019-06-12,2258.45
2019-06-11,2252.85
2019-06-10,2231.1
2019-06-07,2178.95
2019-06-06,2167.4
2019-06-04,2182.45
2019-06-03,2240.35
2019-05-31,2196.85
2019-05-30,2145.4
2019-05-29,2105.25
2019-05-28,2075.0
2019-05-27,2053.8
2019-05-24,2049.65
2019-05-23,2053.75
2019-05-22,2082.75
2019-05-21,2109.2
2019-05-20,2139.3
2019-05-17,2096.35
2019-05-16,2109.45
2019-05-15,2094.5
2019-05-14,2094.35
2019-05-13,2131.1
2019-05-10,2135.55
2019-05-09,2168.7
2019-05-08,2152.65
2019-05-07,2150.35
2019-05-06,2154.7
2019-05-03,2132.5
2019-05-02,2214.4
2019-04-30,2254.95
2019-04-26,2238.3
2019-04-25,2191.7
2019-04-24,2185.45
2019-04-23,2157.7
2019-04-22,2164.35
2019-04-18,2145.5
2019-04-16,2132.45
2019-04-15,2110.05
2019-04-12,2013.75
2019-04-11,2019.05
2019-04-10,2043.8
2019-04-09,2088.1
2019-04-08,2069.75
2019-04-05,2051.45
2019-04-04,2014.3
2019-04-03,2080.25
2019-04-02,2079.5
2019-04-01,2031.3
2019-03-29,2000.4
2019-03-28,2000.45
2019-03-27,1968.2
2019-03-26,1981.8
2019-03-25,1986.9
2019-03-22,2004.65
2019-03-20,2015.5
2019-03-19,2024.7
2019-03-18,2021.3
2019-03-15,2040.2
2019-03-14,1988.6
2019-03-13,2001.15
2019-03-12,2012.55
2019-03-11,2014.1
2019-03-08,2022.3
2019-03-07,2011.5
2019-03-06,1999.4
2019-03-05,1987.85
2019-03-01,1991.65
2019-02-28,1984.25
2019-02-27,2053.75
2019-02-26,2032.35
2019-02-25,1985.0
2019-02-22,1925.9
2019-02-21,1912.25
2019-02-20,1914.45
2019-02-19,1904.85
2019-02-18,1971.75
2019-02-15,2030.9
2019-02-14,2044.65
2019-02-13,2068.6
2019-02-12,2050.65
2019-02-11,2065.55
2019-02-08,2062.75
2019-02-07,2079.9
2019-02-06,2077.85
2019-02-05,2044.35
2019-02-04,2047.15
2019-02-01,2030.75
2019-01-31,2014.6
2019-01-30,1977.85
2019-01-29,1983.15
2019-01-28,1951.95
2019-01-25,1919.05
2019-01-24,1901.75
2019-01-23,1879.75
2019-01-22,1900.35
2019-01-21,1905.8
2019-01-18,1900.4
2019-01-17,1895.1
2019-01-16,1870.1
2019-01-15,1864.2
2019-01-14,1814.4
2019-01-11,1841.95
2019-01-10,1888.15
2019-01-09,1887.8
2019-01-08,1893.05
2019-01-07,1896.65
2019-01-04,1873.95
2019-01-03,1896.45
2019-01-02,1923.15
2019-01-01,1902.35
